,Palabras,+Women,+Women (valores),+Men,+Men (valores),+Tokio,+Tokio (valores),+Japan,+Japan (valores)
24395,qualifiers,prettier,0.6423952579498291,nice,0.5619641542434692,prettier,0.4799596071243286,better,0.5347304940223694
24396,qualifies,cityscape,0.6118277907371521,cityscape,0.64708411693573,cityscape,0.5867133140563965,skylines,0.5055007934570312
24397,qualify,journalism,0.6231439709663391,reportorial,0.5771762132644653,journalism,0.5183401107788086,reportorial,0.5015397071838379
24398,qualifying,Hailey,0.5788472890853882,Cody,0.6590756177902222,Brently,0.5268089771270752,Cody,0.5034118890762329
24399,qualities,hatches,0.5391126871109009,hatches,0.6222439408302307,hatches,0.45607084035873413,hatches,0.5121023654937744
24400,quality,swear,0.5466812252998352,swear,0.59283447265625,swear,0.4846791625022888,swear,0.4636256694793701
24401,qualms,Collinsville,0.5035003423690796,Dupo,0.5215948820114136,Rosiclare,0.4972890615463257,Clarksville,0.4538281261920929
24402,quantify,Carlos_Tevez,0.7043795585632324,Carlos_Tevez,0.7577853202819824,Carlos_Tevez,0.5515703558921814,Carlos_Tevez,0.6628848314285278
24403,quantitative,Downtrend_alert,0.7284133434295654,Downtrend_alert,0.739714503288269,Downtrend_alert,0.5973483920097351,Downtrend_alert,0.6247130632400513
24404,quantitative_easing,Idea,0.5142620801925659,ideas,0.5153083801269531,Idea,0.4863300919532776,ideas,0.4259026050567627
24405,quantities,Apple,0.5916513204574585,Apple,0.5883762836456299,Apple,0.4608418643474579,Apple_AAPL.O,0.5281402468681335
24406,quantity,Bob_Huggins,0.5801272392272949,Bob_Huggins,0.5998156070709229,Matta,0.45018115639686584,Bob_Huggins,0.5517996549606323
24407,quantum,hulls,0.6618539094924927,hulls,0.6294668316841125,fiberglass_hull,0.4988919198513031,hulls,0.6009966135025024
24408,quarantine,Tse,0.6265401244163513,Chau,0.6163991093635559,Tiam,0.5063554048538208,Wong,0.5822475552558899
24409,quarantined,SABMiller,0.6051211357116699,beermaker,0.6399195790290833,brewery,0.611522912979126,largest_beermaker,0.5303144454956055
24410,quarry,jackets,0.5828890204429626,jackets,0.628990650177002,jackets,0.5134280323982239,jackets,0.4949342906475067
24411,quarter,districts,0.6160801649093628,District,0.5364495515823364,District,0.5386609435081482,districts,0.4645463824272156
24412,quarterback,BRUSSELS_Belgium,0.7364019751548767,BRUSSELS_Belgium,0.7159851789474487,BRUSSELS_Belgium,0.5133303999900818,BRUSSELS_Belgium,0.6855544447898865
24413,quarterbacks,Portales,0.6512691378593445,Manteca,0.6133607029914856,Colfax,0.521723747253418,Carlsbad,0.5598247051239014
24414,quarterfinal,Angela,0.5829163193702698,Damien,0.5989335775375366,Dominic,0.52142733335495,Ian,0.47664162516593933
24415,quarterfinals,Greg_Oden,0.6174687147140503,Greg_Oden,0.7016306519508362,Greg_Oden,0.536152184009552,Greg_Oden,0.5588316917419434
24416,quarterly,Isa_savers,0.5852426290512085,Cash_ISAs,0.5291132926940918,depositors,0.4891156256198883,Isa_savers,0.5490928888320923
24417,quarterly_dividend,drug_addiction,0.6565618515014648,drug_addiction,0.6589495539665222,drug_addiction,0.4968823194503784,drug_addiction,0.5941649675369263
24418,quarters,interrogator,0.6079078912734985,interrogation,0.5905537009239197,interrogation,0.5139049887657166,CIA_interrogators,0.509432315826416
24419,quartet,citrus_fruit,0.6662368178367615,citrus_fruit,0.5895862579345703,citrus_fruit,0.4916766583919525,citrus_fruit,0.5554599761962891
24420,quashed,Nepali,0.7550863027572632,Nepali,0.6815136671066284,Nepali,0.5384013652801514,Nepal,0.690987229347229
24421,quasi,Chelmsford,0.6587004661560059,Worcester,0.6527789831161499,Worcester,0.5439444780349731,Haverhill,0.5532993674278259
24422,queen,Veile,0.48138684034347534,Kuyrkendall,0.4381852149963379,Woermann,0.45965084433555603,South_Korea,0.4090982675552368
24423,quell,downtown,0.5322825908660889,Strange_Camels,0.5013371109962463,Curiosity_Shoppe,0.5192552208900452,Historic_Downtown,0.4119671583175659
24424,queries,vindicates,0.5232498645782471,vindicate,0.5782169103622437,vindicate,0.456802636384964,vindicates,0.46880123019218445
24425,query,sirens,0.6658972501754761,sirens,0.6235851645469666,sirens,0.552191436290741,sirens,0.5212050080299377
24426,quest,estrogens,0.6400988101959229,hormone,0.651260256767273,estradiol,0.466970831155777,hormone,0.638792872428894
24427,question,burglars,0.6986413598060608,thief,0.6999831795692444,burglars,0.5811135768890381,burglars,0.576154887676239
24428,questionable,learnings,0.5957221984863281,learnings,0.5418168902397156,learnings,0.4498802423477173,learnings,0.49500107765197754
24429,questioned,excruciating,0.6450408101081848,excruciating,0.660784125328064,excruciating,0.5165729522705078,excruciating,0.5686942338943481
24430,questioning,relatively_unscathed,0.6513724327087402,relatively_unscathed,0.624372124671936,relatively_unscathed,0.47584253549575806,relatively_unscathed,0.5807687044143677
24431,questionnaire,heifers,0.6575586795806885,lambs,0.6240267157554626,heifers,0.5562035441398621,replacement_heifers,0.5160739421844482
24432,questionnaires,claimant,0.6138970851898193,Claimants,0.5495913624763489,claimant,0.5245357751846313,mesothelioma_sufferers,0.48111242055892944
24433,questions,cute,0.6639003753662109,loveable,0.645491361618042,cute,0.5699881315231323,cute,0.5147910118103027
24434,queue,London_Brent_crude,0.6695312857627869,Brent_crude_futures,0.7006202936172485,ICE_Brent_crude,0.5368404388427734,Brent_crude_futures,0.6129301190376282
24435,queues,brutal_beatings,0.5683437585830688,savage_beatings,0.5557014346122742,brutal_beatings,0.49659374356269836,savage_beatings,0.5028334856033325
24436,quick,ran_unopposed,0.676761269569397,ran_unopposed,0.606310248374939,ran_unopposed,0.5631259679794312,ran_unopposed,0.5046852827072144
24437,quicker,Varenhorst,0.5559022426605225,Weaver,0.5664736032485962,Raplee,0.5162168741226196,Weaver,0.5199683904647827
24438,quickest,Gross_profit,0.6466574668884277,Selling_general,0.6233043670654297,OPERATING_EXPENSES,0.48346948623657227,Gross_margin,0.5646926164627075
24439,quickly,precursor,0.5576372146606445,precursor,0.5811812877655029,culminate,0.4130147397518158,precursor,0.5588660836219788
24440,quickness,Fairgrounds,0.637566089630127,Fairgrounds,0.6702959537506104,Fairgrounds,0.6283103227615356,County_Fairgrounds,0.48103252053260803
24441,quiet,sweethearts,0.5305827856063843,pal,0.5240833759307861,sweethearts,0.45518258213996887,South_Korea,0.40875178575515747
24442,quieter,offended,0.6463451385498047,disrespected,0.6459870338439941,offended,0.5193848609924316,disrespected,0.5289314985275269
24443,quietly,sprint,0.6151556372642517,sprint,0.6453207731246948,sprint,0.5097925662994385,sprint,0.5401358604431152
24444,quilt,intermediate,0.43953970074653625,Education_Karachi_BIEK,0.4453655481338501,dob_##/##/##,0.4214678108692169,China,0.4552319049835205
24445,quilts,cute,0.6457688808441162,goofball,0.6623765826225281,zany,0.5373026132583618,silly,0.5004106760025024
24446,quintessential,Lady_Techsters,0.6915404796600342,Louisiana_Monroe,0.6568472981452942,Louisiana_Monroe,0.5674479007720947,Southern_Miss,0.5378192067146301
24447,quipped,hitches,0.6139681339263916,hitches,0.6236936450004578,hitches,0.5434000492095947,hitches,0.4878142774105072
24448,quirky,Clear_Channel_Communications,0.6716022491455078,Clear_Channel_Communications,0.6435880661010742,Entercom,0.5420203804969788,Clear_Channel_Communications,0.5733967423439026
24449,quit,occupants,0.6372554302215576,occupants,0.5869243741035461,occupants,0.5342755317687988,occupants,0.4843607246875763
24450,quite,recused_herself,0.49241626262664795,absent,0.4381038248538971,excusal,0.3677700161933899,Balmer_absences,0.39878135919570923
24451,quite_frankly,Tendulkar,0.7697118520736694,Tendulkar,0.7408205270767212,Tendulkar,0.5918416380882263,Tendulkar,0.6627857089042664
24452,quits,apparel,0.5580612421035767,apparel,0.5189470052719116,Clothing,0.5215569138526917,apparel,0.47400301694869995
24453,quitting,Such,0.4596759080886841,Typical,0.4605913758277893,examples,0.359863817691803,Such,0.46072104573249817
24454,quiz,boated,0.5332149267196655,boated,0.6003310084342957,boated,0.48721832036972046,redbreast,0.46778246760368347
24455,quizzed,arose,0.5505418181419373,arose,0.535368800163269,arose,0.46821290254592896,arise,0.4439946413040161
24456,quorum,Caves,0.5281223058700562,UNSOLICITED_OBSERVATIONS,0.6044442653656006,Caverns,0.5089807510375977,Devil_Icebox,0.42426708340644836
24457,quota,ruined,0.5625588893890381,spoiling,0.6243388056755066,ruined,0.502361536026001,spoiling,0.5035332441329956
24458,quotas,superficiality,0.510468602180481,simplistic,0.5016888380050659,pretentious,0.38379567861557007,temperamentally_inclined,0.45342695713043213
24459,quote,Congrats,0.5707907676696777,Congrats,0.5743830800056458,Congrats,0.5422809720039368,Congrats,0.40641552209854126
24460,quoted,steep_learning_curve,0.6014513373374939,steep_learning_curve,0.636894702911377,steep_learning_curve,0.49030598998069763,steep_learning_curve,0.5394474267959595
24461,quotes,Beyoncé,0.6576119661331177,Snoop_Dogg,0.5821007490158081,N'SYNC,0.5246139168739319,Jessica_Simpson,0.5107318758964539
24462,quoting,documentary_Waking_Sleeping,0.46649348735809326,beast,0.49072837829589844,Bullit,0.4352146089076996,South_Korea,0.4239935576915741
24463,r,KMC,0.5442733764648438,PMC,0.513876736164093,KMC,0.48816248774528503,Brihanmumbai_Municipal_Corporation,0.4804143011569977
24464,rabbi,Springer_CFA,0.5280780792236328,Unglaub,0.5092142820358276,Deuchler,0.4851410686969757,Holt,0.42838791012763977
24465,rabbit,publishers,0.6385263204574585,publishers,0.5898926258087158,Publishing,0.4910747706890106,publishers,0.5742630958557129
24466,rabbits,Sumatera,0.6449412107467651,Sumatra_island,0.5956116914749146,Pemalang,0.5288890600204468,Indonesia,0.6420428156852722
24467,rabies,heliborne,0.5592187643051147,reconnaisance,0.6198417544364929,heliborne,0.461235910654068,unpiloted_aircraft,0.5095053315162659
24468,race,Fond_du_Lac,0.702865481376648,Eau_Claire,0.7010509967803955,Eau_Claire,0.5984981060028076,Wisconsin,0.5610464811325073
24469,raced,evergreen_shrubs,0.6820127367973328,trees_shrubs,0.6495946049690247,junipers,0.5490381717681885,Crape_myrtles,0.5538235902786255
24470,racer,apprehensions,0.5483691692352295,uneasiness,0.5019014477729797,uneasiness,0.3919084668159485,anxiety,0.5082529187202454
24471,racers,Convenience_Package_remote_keyless,0.5333166122436523,MBS_CMBS,0.49863719940185547,Akhil_Bhartiya_Sena,0.46829238533973694,Electronic_Brakeforce_Distribution_EBD,0.4419630765914917
24472,races,thrived,0.673547089099884,thrived,0.713589072227478,thrived,0.5497244596481323,thrived,0.6050113439559937
24473,racetrack,petitioning,0.6041895151138306,petitioning,0.5552592873573303,petitioning,0.4667363166809082,petitioning,0.5003995299339294
24474,racial,revolutionizing,0.5504564046859741,revolutionizing,0.5747886300086975,revolutionized,0.4241144061088562,revolutionizing,0.5300306081771851
24475,racial_profiling,violent_confrontations,0.6154186725616455,confrontation,0.6744706630706787,confrontation,0.5306298732757568,confrontation,0.5405619144439697
24476,racing,immaculate,0.5328054428100586,immaculate,0.6006890535354614,immaculate,0.5052709579467773,unmatched,0.46947234869003296
24477,racism,Traffic_Accident,0.5719214677810669,Fatal_Accident,0.538763701915741,Accident_Claims,0.511055588722229,Traffic_Accident,0.4519846439361572
24478,racist,Diebold_machines,0.7222179174423218,Diebold_machines,0.6512659192085266,Diebold_machines,0.5316058397293091,Diebold_machines,0.6135780811309814
24479,rack,Dona,0.5372800827026367,Rudy,0.4638916254043579,Fond_du,0.4814049303531647,Mexico,0.40006041526794434
24480,racked,visit_www.con_way.com,0.4658760130405426,Tony_Baldry_Banbury,0.48746687173843384,Asst_Ch,0.4746588468551636,Robert_Halfon_Harlow,0.40990394353866577
24481,racket,iteration,0.5670859813690186,incarnations,0.5583227872848511,incarnations,0.46721988916397095,iteration,0.4965762197971344
24482,racketeering,MONTERREY_Mexico,0.653175413608551,MONTERREY_Mexico,0.641136646270752,LA_PAZ,0.4812251329421997,BEIJING,0.606934666633606
24483,racking,goings,0.5358036756515503,goings,0.6293976306915283,goings,0.5481348037719727,developments,0.4431783854961395
24484,racks,Theatre,0.6543009281158447,Civic_Theatre,0.6048463582992554,Civic_Theatre,0.5648279190063477,Repertory_Theatre,0.47299304604530334
24485,radar,douse,0.5889942049980164,douse,0.6485859155654907,extinguished,0.5114240646362305,douse,0.5461403727531433
24486,radiation,Fiorentina,0.5677694082260132,defender_Paolo_Cannavaro,0.6016653180122375,Palermo,0.5322202444076538,Fiorentina,0.5346907377243042
24487,radical,Managed_Services,0.5241390466690063,Server_HSM,0.5208334922790527,Server_HSM,0.4433884620666504,Service_Providers_MSSPs,0.45980241894721985
24488,radically,Decked,0.5566085577011108,Decked,0.5974500179290771,bedecked,0.48326319456100464,Decked,0.49392396211624146
24489,radicals,dividend,0.6014190912246704,dividend,0.5980288982391357,Cash_Dividend,0.4893549382686615,dividend,0.5308290719985962
24490,radio,Lindsay_Lohan,0.5673344135284424,EDGE_OF_DARKNESS,0.553563117980957,EDGE_OF_DARKNESS,0.4775448441505432,Tom_Cruise,0.4910661578178406
24491,radio_frequency,Montreal_Expos,0.6566785573959351,Montreal_Expos,0.7189557552337646,Montreal_Expos,0.5447643995285034,Montreal_Expos,0.5995239615440369
24492,radio_stations,intangible,0.5587371587753296,Intangibles,0.6230744123458862,intangible,0.46389567852020264,Intangibles,0.5126655101776123
24493,radioactive,Engel,0.568221926689148,Schneider,0.5432975888252258,Gerling,0.5182399749755859,Fischer,0.4712066352367401
24494,radios,Six_Months_Ended,0.758570671081543,Six_Months_Ended,0.7422153353691101,Year_Ended,0.6204921007156372,Six_Months_Ended,0.6400704979896545
24495,radius,excavations,0.6969699859619141,excavations,0.6811482906341553,Excavation,0.6122819781303406,excavations,0.5407972931861877
24496,raffle,forthright,0.5245667099952698,honest,0.607088565826416,untruthful,0.44001317024230957,forthright,0.47322484850883484
24497,raft,Atlus,0.5088467001914978,coach_Bob_Landsee,0.574264645576477,coach_Bob_Landsee,0.4968259036540985,Morhaime,0.4600498080253601
24498,rafters,supplies,0.5894100666046143,Supply,0.5746646523475647,Canning_Factory,0.5008184313774109,supplies,0.5493077039718628
24499,rage,dichotomy,0.5440872311592102,paradox,0.5167235136032104,contradictions,0.43995749950408936,paradox,0.4738757312297821
24500,raged,Qur'an,0.7707946300506592,Quran,0.7278940081596375,Qur'an,0.6114758253097534,Quran,0.6486960649490356
24501,raging,Motorsport,0.5859757661819458,Motorsport,0.6129463911056519,MotorSports,0.5363777875900269,Racing,0.48424866795539856
24502,raid,interrogation,0.6577755212783813,interrogation,0.70966637134552,interrogation,0.6066437363624573,coercive_interrogations,0.5567171573638916
24503,raided,Palpable,0.4711936414241791,evident,0.4995150864124298,palpable_tension,0.39538174867630005,Jeanthenor,0.5084992051124573
24504,raids,estimations,0.5756581425666809,estimations,0.5843442678451538,estimations,0.47373056411743164,estimations,0.4908853769302368
24505,rail,hysterical,0.5910134315490723,paranoia,0.5876161456108093,paranoiac,0.441918283700943,paranoia,0.5048232674598694
24506,railing,Celebrate,0.5971940755844116,Celebrate,0.6388040781021118,Celebrate,0.5530922412872314,Celebrate,0.47410956025123596
24507,railroad,Huge,0.6054644584655762,Huge,0.6707284450531006,Huge,0.5381864309310913,Huge,0.5260980129241943
24508,railroad_tracks,Harrisonburg,0.5659202337265015,Harrisonburg,0.5498959422111511,Willamsburg,0.5331311225891113,Hampton_Roads,0.5479335188865662
24509,railroads,cemetery,0.6874449849128723,cemetery,0.6456564664840698,cemetery,0.6480658054351807,gravesites,0.49952101707458496
24510,rails,B._Tavenner,0.5036667585372925,Crowe,0.5070468783378601,Firley,0.48703473806381226,Wilson,0.4287501573562622
24511,railway,bras,0.7164548635482788,bras,0.5690128803253174,brassiere,0.5371823310852051,bras,0.544306755065918
24512,railway_station,San_Antonio_Spurs,0.6525915265083313,Los_Angeles_Clippers,0.6699351668357849,Los_Angeles_Clippers,0.5200306177139282,San_Antonio_Spurs,0.5932636260986328
24513,railways,GO_SPURS,0.5616647601127625,LONG_WAY_TO,0.5650699138641357,AWAY_WE,0.5105113983154297,GO_SPURS,0.44930052757263184
24514,rain,adidas,0.6772439479827881,adidas,0.7166479825973511,adidas,0.5564101338386536,adidas,0.6045334339141846
24515,rainbow,Continues,0.6800798177719116,Kicks_Off,0.6897310614585876,Commences,0.6074897050857544,Starts,0.5988457202911377
24516,rained,Yu,0.7030168175697327,Huang,0.7266259789466858,Tse,0.5392396450042725,Chen,0.6639629006385803
24517,rainfall,mussels,0.6349869966506958,oyster,0.6932530403137207,oyster,0.5704890489578247,crabs,0.5737942457199097
24518,raining,JC_Penney,0.6467384099960327,Macy,0.5350752472877502,Steinmart,0.5490682721138,AnnTaylor_Stores,0.5037186145782471
24519,rains,Kilpatrick,0.48480159044265747,Burgess,0.5078993439674377,Crisswell,0.46439531445503235,Kilpatrick,0.4382595419883728
24520,rainy,encores,0.6336869597434998,encores,0.6066685318946838,encores,0.5117264986038208,encores,0.5204967856407166
24521,raise,overtake,0.5832902193069458,overtake,0.6204426288604736,overtake,0.48581141233444214,overtake,0.5163465738296509
24522,raise_awareness,ramping,0.661493182182312,ramping,0.6550064086914062,ratcheted,0.5054714679718018,ramping,0.5915030241012573
24523,raised,##bps,0.6640247702598572,###bps,0.6332603096961975,###bps,0.5355807542800903,##bp,0.5952272415161133
24524,raises,Reopened,0.5015869140625,Reopened,0.524417519569397,Reopened,0.48939019441604614,closed,0.40131276845932007
24525,raising,chronicled,0.6658915877342224,chronicle,0.6615387797355652,chronicle,0.5466834306716919,chronicled,0.5937246084213257
24526,rake,passenger,0.670080840587616,passenger,0.5804005861282349,passenger,0.5244446992874146,passenger,0.5176591873168945
24527,raked,retaliation,0.6071476936340332,retaliatory,0.5659065842628479,retaliation,0.49395182728767395,retaliate_militarily,0.5128105878829956
24528,rallied,Peck,0.46810078620910645,Thurston,0.5185418128967285,Convington,0.49883586168289185,Davidson,0.4673786759376526
24529,rallies,McKinney,0.5333716869354248,Crowder,0.4881899356842041,Elmore,0.45360317826271057,Easley,0.47094404697418213
24530,rally,misdemeanor_counts,0.6658634543418884,counts,0.6211572885513306,misdemeanor_counts,0.567267119884491,felony,0.5099902153015137
24531,rallying,Telvent_Miner_&,0.5005625486373901,Delinski,0.4415571093559265,Breeman,0.4456790089607239,Alaska,0.41841310262680054
24532,ramifications,pornography,0.6925625801086426,pornography,0.6457070112228394,sexually_explicit,0.5570791959762573,pornography,0.5872217416763306
24533,rammed,Kuznetsova,0.8214226961135864,Djokovic,0.7733094692230225,Petrova,0.6308184266090393,Sharapova,0.6517787575721741
24534,ramp,frenetic,0.5866656303405762,frenetic,0.6582200527191162,frenetic,0.47840648889541626,frenetic,0.5568296909332275
24535,rampage,Nuñez,0.6954320669174194,Nuñez,0.6787499189376831,Nuñez,0.5707571506500244,Nuñez,0.5721468925476074
24536,rampant,tee,0.5666486024856567,tee,0.6187983751296997,tee,0.4517151415348053,tee,0.5344871282577515
24537,ramped,phenomenon,0.6337622404098511,phenomenon,0.6183332204818726,phenomenon,0.4993891417980194,phenomenon,0.5416042804718018
24538,ramping,redefining,0.6159253716468811,reshape,0.6266570091247559,define,0.48182058334350586,reshape,0.5427291989326477
24539,ramps,Calgary_Flames,0.6943459510803223,Calgary_Flames,0.7100403308868408,Calgary_Flames,0.5400117635726929,Calgary_Flames,0.625619113445282
24540,ran,coauthored,0.7346201539039612,coauthored,0.7145060300827026,coauthored,0.6004474759101868,coauthored,0.6055223941802979
24541,ranch,ProSafe_Plus,0.5032085180282593,switch,0.5172174572944641,Krisp,0.4313861131668091,switch,0.47309309244155884
24542,ranchers,Drinkers,0.576636016368866,beer_drinkers,0.6094726920127869,beer_drinkers,0.4951653480529785,bingers,0.5323172211647034
24543,rand,self_professed,0.6098150014877319,self_styled,0.6745442152023315,self_styled,0.5562425851821899,self_professed,0.502076268196106
24544,random,rowdy,0.5490032434463501,rowdy,0.6052781343460083,rowdy,0.5143013596534729,misbehaving,0.4526132345199585
24545,randomized,Kathy,0.7329047918319702,Peg,0.6243232488632202,JoAnne,0.5880932807922363,Bev,0.5606274008750916
24546,randomly,jewels,0.5910851955413818,gem,0.5641838312149048,jewels,0.46605974435806274,crown_jewel,0.4512184262275696
24547,rang,smacking,0.465337872505188,biff,0.47190171480178833,smack_dab,0.45804160833358765,smacking,0.41419851779937744
24548,range,municipalities,0.5759406089782715,Localities,0.5636388063430786,locality,0.4998774528503418,Localities,0.4898274838924408
24549,ranged,Jacksonville_Jaguars,0.6443526744842529,Jacksonville_Jaguars,0.6480770111083984,Buccaneers,0.5638197660446167,Jacksonville_Jaguars,0.583476185798645
24550,rangers,Franchising,0.603467583656311,Franchising,0.5529739856719971,Franchising,0.5231170058250427,Fastest_Growing_Franchises,0.4372328817844391
24551,ranges,Earnhardt_Jr.,0.5607181191444397,Gibbs_Racing,0.5812634229660034,JGR,0.4547381103038788,owner_Rick_Hendrick,0.5218343138694763
24552,ranging,FOREX,0.5977823734283447,forex,0.5837835669517517,FOREX,0.47769632935523987,forex,0.5080787539482117
24553,rank,somber,0.5454565286636353,somber,0.5866146087646484,Solemn,0.4546700716018677,somber,0.49997684359550476
24554,ranked,operators,0.6084190011024475,operators,0.615667462348938,Operator,0.5038579702377319,operators,0.5229513645172119
24555,ranking,headlight,0.6315411925315857,headlight,0.583604097366333,headlight,0.5121533870697021,headlamps,0.5406943559646606
24556,rankings,Matt_Kenseth,0.7142872214317322,Matt_Kenseth,0.7317910194396973,Kyle_Busch,0.5629993677139282,Jimmie_Johnson,0.6840277314186096
24557,ranks,undisputable,0.45428088307380676,unquestioned,0.5536741614341736,undisputedly,0.379547119140625,unquestioned,0.4883023500442505
24558,ransacked,triumphing,0.6332516670227051,triumphing,0.6681287884712219,emerged_victorious,0.5788966417312622,triumphing,0.5685200691223145
24559,ransom,Adjustable,0.6326721906661987,Adjustable,0.6494709253311157,Adjustable,0.4946247339248657,Adjustable,0.5696340203285217
24560,rant,intruders,0.6534597277641296,burglar,0.6674831509590149,burglar,0.5529213547706604,intruders,0.5359231233596802
24561,rap,Blackstone,0.5185447931289673,Carlyle_Group,0.4949111044406891,Sagard,0.42797911167144775,South_Korea,0.43298447132110596
24562,rape,laptop,0.6999983787536621,laptop,0.5927156209945679,laptop,0.5512937307357788,laptop_computers,0.5532021522521973
24563,raped,nonchalantly,0.5569291114807129,nonchalantly,0.6404293775558472,nonchalantly,0.5219647884368896,nonchalantly,0.47379034757614136
24564,rapes,Kathy,0.722404956817627,Pat,0.6491100788116455,Lorraine,0.556936502456665,Cathy,0.5560359954833984
24565,rapid,Turlock,0.6099298000335693,Manteca,0.5922266244888306,Riverbank,0.4993593394756317,Manteca,0.5605021715164185
24566,rapidly,alluring,0.6379244327545166,irresistable,0.6471899151802063,irresistable,0.5622284412384033,irresistable,0.47216689586639404
24567,rapidly_expanding,Beef,0.6188424825668335,Beef,0.5906057357788086,Meats,0.5531594753265381,Pork,0.5080012679100037
24568,raping,"##,#",0.6150439977645874,"#,#",0.6780937910079956,"##,##",0.5863603353500366,"#,#",0.5478945970535278
24569,rapist,Madhu_Jain,0.5026839971542358,extraordinaire,0.4567601680755615,Bermo,0.4805317521095276,India,0.43701356649398804
24570,rapper,disturbs,0.5444022417068481,disrupt,0.550891101360321,disturbs,0.43570956587791443,disrupt,0.4782416522502899
24571,rappers,Fixer_Upper,0.47907888889312744,fix,0.5123521685600281,Clock_Repair,0.4334455132484436,fix,0.4684746265411377
24572,rapport,Wireline,0.528365969657898,Wireline,0.5881564617156982,Wireline,0.47807836532592773,wirelines,0.509019136428833
24573,rare,Van_Buren,0.5745316743850708,Benton,0.5315300226211548,Van_Buren,0.5041501522064209,Arkansas,0.5292701125144958
24574,rarely,ponies,0.5626412630081177,ponies,0.5222678780555725,horsies,0.4437718987464905,ponies,0.4708031415939331
24575,rarity,sorority_hijinks_movie,0.4645932912826538,pledge,0.46437785029411316,Menorah_Lighting_Ceremony,0.3943241238594055,pledge,0.4371878206729889
24576,rash,broadest,0.612906277179718,broadest,0.591330885887146,narrowest,0.3894582986831665,broadest,0.6066628694534302
24577,rat,strangely,0.6929200291633606,strangely,0.7521055936813354,strangely,0.6052170991897583,strangely,0.5986381769180298
24578,rate,humane_society,0.6502525806427002,humane_society,0.5809053182601929,Animal_Welfare_Society,0.5345823168754578,Humane_Society,0.5501248836517334
24579,rate_hikes,Bev,0.6098155975341797,Dave,0.6334283351898193,Wally,0.5194971561431885,Ken,0.5056807398796082
24580,rated,Precincts,0.5776760578155518,precinct,0.5611402988433838,Precint,0.5916749238967896,Precincts,0.4392000734806061
24581,ratepayers,ODIs,0.6589070558547974,cricket,0.696567177772522,cricket,0.5532437562942505,Ashes_Tests,0.5925049781799316
24582,rates,Monique,0.6685886383056641,Dominque,0.6233230829238892,Dominque,0.5996296405792236,Dominque,0.4467276334762573
24583,rather,ABC_Desperate_Housewives,0.6667678356170654,ABC_Desperate_Housewives,0.6153329610824585,Ugly_Betty,0.5371755361557007,ABC_Desperate_Housewives,0.5596368312835693
24584,ratification,Female_Chauvinist_Pigs,0.38051116466522217,nowhere,0.44621551036834717,Broken_Spindles,0.36112260818481445,United_States,0.39134109020233154
24585,ratified,Mattel,0.6060314178466797,toymaker_Hasbro_Inc.,0.5738141536712646,toymaker_Hasbro,0.47474396228790283,Mattel,0.5448341369628906
24586,ratify,grappling,0.5858494639396667,grappling,0.6451882719993591,grappling,0.45144641399383545,grappling,0.5698307752609253
24587,rating,deployments,0.5552765727043152,ETL_tools,0.5221912264823914,Spring_Hibernate,0.43076062202453613,RFID_implementations,0.5040034055709839
24588,ratings,Conservationists,0.6918295621871948,Conservationists,0.6635928153991699,Conservationists,0.5206605195999146,Conservationists,0.6046621203422546
24589,ratio,#-#:##_pm,0.7960485219955444,#-#:##_pm,0.7930115461349487,#:##-#:##_pm,0.6583329439163208,#-#:##_pm,0.6720703840255737
24590,rational,Hollingsworth,0.537222683429718,Burgess,0.6152530908584595,Simpers,0.5177937150001526,Burgess,0.5104870796203613
24591,rationale,Chechnya,0.6681568622589111,Kadyrov,0.6681509613990784,Dagestani,0.5143029689788818,Chechnya,0.6193174123764038
24592,rationing,keynote_address,0.7001965045928955,keynote_address,0.6413372159004211,keynote_address,0.5456677675247192,keynote_speech,0.5724018216133118
24593,ratios,UNITED_NATIONS,0.5951727032661438,GENEVA_Switzerland,0.609433650970459,LOMBARD,0.4871232509613037,UNITED_NATIONS,0.6066275238990784
24594,rats,lately,0.5655030608177185,lately,0.6683008670806885,lately,0.48784691095352173,lately,0.5400384068489075
24595,rattle,lethal_injections,0.6623948812484741,lethal_injections,0.611968457698822,lethal_injection_method,0.4607173800468445,lethal_injections,0.605425238609314
24596,rattled,risks,0.5476822853088379,Risk,0.5021791458129883,Risk,0.45153868198394775,risks,0.514192521572113
24597,rattling,CBO,0.6916695833206177,CBO,0.7133508920669556,CBO,0.5655611753463745,CBO,0.6040068864822388
24598,raucous,sufferer,0.6334207057952881,sufferer,0.5921992063522339,sufferer,0.500912070274353,rheumatoid_arthritis_sufferers,0.547562837600708
24599,ravaged,bookbags,0.6442134380340576,backpack,0.6038466691970825,bookbags,0.5131481885910034,Backpacks,0.5445288419723511
24600,raw,Oswalt,0.4949360191822052,Yost,0.5077416896820068,Strouf,0.44140443205833435,Peavy,0.4556972086429596
24601,raw_material,prophetess,0.5627095103263855,prophets,0.6390938758850098,Prophet,0.48575296998023987,prophets,0.5310584306716919
24602,raw_materials,Garden_Inn,0.5387560725212097,Suites_Hotel,0.5251308679580688,Suites_Hotels,0.5387964248657227,suites,0.44228047132492065
24603,razed,shoved,0.5669939517974854,shoved,0.5864788293838501,shoved,0.48717671632766724,shoved,0.4730852544307709
24604,re,she,0.46412405371665955,Wallace,0.47761720418930054,Dotie,0.4153636693954468,Wallace,0.403986394405365
